Id,MSSubClass,MSZoning,LotFrontage,LotArea,Street,Alley,LotShape,LandContour,Utilities,LotConfig,LandSlope,Neighborhood,Condition1,Condition2,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,YearRemodAdd,RoofStyle,RoofMatl,Exterior1st,Exterior2nd,MasVnrType,MasVnrArea,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtFinType2,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,Heating,HeatingQC,CentralAir,Electrical,1stFlrSF,2ndFlrSF,LowQualFinSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Functional,Fireplaces,FireplaceQu,GarageType,GarageYrBlt,GarageFinish,GarageCars,GarageArea,GarageQual,GarageCond,PavedDrive,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,PoolQC,Fence,MiscFeature,MiscVal,MoSold,YrSold,SaleType,SaleCondition,PredictedSalePrice
2528,20,3,75.0,9675,1,2,3,3,0,0,0,5,2,2,0,2,5,6,1975,1975,3,0,6,6,2,0.0,3,4,1,3,3,3,1,330.0,4,432.0,102.0,864.0,0,4,1,3,879,0,0,879,0.0,0.0,1,0,3,1,3,5,6,0,5,1,1975.0,2,2.0,440.0,3,4,2,0,80,0,0,0,0,2,4,3,0,9,2007,2,4,197776.33531243564
2529,20,3,60.0,7200,1,2,3,3,0,4,0,5,2,2,0,2,5,5,1972,2000,1,0,10,12,2,0.0,3,4,1,3,3,3,0,671.0,5,0.0,193.0,864.0,0,2,1,3,864,0,0,864,1.0,0.0,1,0,3,1,0,5,6,0,5,5,1977.0,0,2.0,576.0,1,0,2,155,0,0,0,0,0,2,4,3,0,9,2007,8,4,212374.48701962014
2530,20,3,60.0,7200,1,2,3,3,0,4,0,5,2,2,0,2,4,8,1972,2006,1,0,8,9,2,0.0,3,2,1,3,3,3,4,385.0,5,0.0,0.0,385.0,0,2,1,3,875,0,0,875,0.0,0.0,1,0,3,1,2,5,6,0,5,5,1975.0,2,2.0,728.0,3,4,2,352,0,0,0,0,0,2,4,3,0,10,2007,8,4,204641.15970732272
2531,20,3,70.04995836802664,11354,1,2,3,3,0,4,0,5,2,2,0,2,7,5,2000,2000,1,0,10,12,2,0.0,2,4,2,3,3,1,2,1412.0,5,0.0,261.0,1673.0,0,0,1,3,1673,0,0,1673,1.0,0.0,2,0,3,1,2,7,6,1,4,1,2000.0,1,2.0,583.0,3,4,2,306,113,0,0,116,0,2,4,3,0,1,2007,8,4,319456.7385091863
2532,60,3,70.0,8749,1,2,3,3,0,4,0,5,2,2,0,4,7,5,2003,2003,1,0,10,12,2,0.0,2,4,2,2,3,3,2,654.0,5,0.0,325.0,979.0,0,0,1,3,992,940,0,1932,1.0,0.0,2,1,3,1,2,7,6,1,2,1,2003.0,1,2.0,610.0,3,4,2,0,120,0,0,0,0,2,4,3,0,6,2007,8,4,303826.9853321356
2533,60,3,65.0,8158,1,2,3,3,0,4,0,5,2,2,0,4,7,5,2002,2002,1,0,10,12,1,214.0,2,4,2,2,3,3,5,0.0,5,0.0,860.0,860.0,0,0,1,3,860,869,0,1729,0.0,0.0,2,1,3,1,2,7,6,0,5,1,2002.0,0,2.0,542.0,3,4,2,386,63,0,0,0,0,2,4,3,0,8,2007,8,4,285245.8299695975
2534,20,3,73.0,11927,1,2,3,3,0,4,0,5,2,2,0,2,8,5,1994,1995,3,0,6,6,1,519.0,2,4,2,2,3,1,1,408.0,2,465.0,683.0,1556.0,0,0,1,3,1592,0,0,1592,0.0,0.0,2,0,3,1,2,7,6,1,4,1,1994.0,0,2.0,484.0,3,4,2,120,35,0,0,0,0,2,4,3,0,6,2007,8,4,328874.2950435425
2535,60,3,70.04995836802664,12728,1,2,3,3,0,4,0,5,2,2,0,4,8,5,2001,2001,1,0,10,12,1,256.0,2,4,2,2,3,2,2,1198.0,5,0.0,333.0,1531.0,0,0,1,3,1531,908,0,2439,1.0,0.0,2,1,4,1,2,7,6,1,4,1,2001.0,0,2.0,560.0,3,4,2,184,121,0,0,0,0,2,4,3,0,1,2007,8,4,352332.90274238354
2536,60,3,70.04995836802664,15295,1,2,2,3,0,0,0,5,2,2,0,4,7,5,1996,2002,1,0,10,12,1,254.0,2,4,2,2,3,2,2,762.0,5,0.0,98.0,860.0,0,0,1,3,1212,780,0,1992,1.0,0.0,2,1,3,1,2,7,3,2,4,1,1996.0,1,2.0,608.0,3,4,2,225,32,0,0,0,0,2,4,3,0,6,2007,8,4,312385.7968724142
2537,20,3,73.0,17227,1,2,1,3,0,1,1,5,2,2,0,2,8,5,1999,2000,1,0,10,12,1,158.0,2,4,2,2,3,1,2,915.0,5,0.0,426.0,1341.0,0,0,1,3,1341,0,0,1341,1.0,0.0,1,1,1,1,2,5,6,1,4,1,1999.0,1,2.0,482.0,3,4,2,240,84,0,0,0,0,2,4,3,0,1,2007,8,4,317296.02231231006
2538,60,3,70.0,8145,1,2,0,3,0,4,0,5,2,2,0,4,7,5,2007,2007,1,0,10,12,2,0.0,2,4,2,2,3,3,5,0.0,5,0.0,738.0,738.0,0,0,1,3,738,738,0,1476,0.0,0.0,2,1,3,1,2,7,6,0,5,1,2007.0,1,2.0,552.0,3,4,2,0,35,0,0,0,0,2,4,3,0,6,2007,6,5,270237.1615891743
2539,20,3,65.0,8769,1,2,3,3,0,2,0,5,2,2,0,2,7,5,2005,2005,1,0,10,12,2,0.0,2,4,2,2,3,0,2,709.0,5,0.0,460.0,1169.0,0,0,1,3,1190,0,0,1190,1.0,0.0,2,0,2,1,2,5,6,0,5,1,2005.0,1,2.0,578.0,3,4,2,100,41,0,0,0,0,2,4,3,0,10,2007,8,4,283243.3998825012
2540,20,3,64.0,8334,1,2,3,3,0,4,0,5,2,2,0,2,6,5,2006,2007,1,0,10,12,2,0.0,2,4,2,2,3,3,5,0.0,5,0.0,1330.0,1330.0,0,0,1,3,1330,0,0,1330,0.0,0.0,2,0,3,1,2,6,6,1,2,1,2006.0,0,2.0,437.0,3,4,2,0,23,0,0,0,0,2,4,3,0,7,2007,6,5,264603.78050372656
2541,60,3,64.0,8333,1,2,3,3,0,4,0,5,2,2,0,4,7,5,2006,2006,1,0,10,12,2,0.0,2,4,2,2,3,3,5,0.0,5,0.0,738.0,738.0,0,2,1,3,738,753,0,1491,0.0,0.0,2,1,3,1,2,7,6,1,2,1,2006.0,1,2.0,484.0,3,4,2,100,30,0,0,0,0,2,4,3,0,5,2007,8,4,272258.5626501781
2542,60,3,64.0,9045,1,2,0,3,0,4,0,5,2,2,0,4,5,5,2005,2005,1,0,10,12,2,0.0,2,4,2,2,3,2,5,0.0,5,0.0,768.0,768.0,0,0,1,3,768,768,0,1536,0.0,0.0,2,1,3,1,2,6,6,0,5,1,2005.0,0,2.0,400.0,3,4,2,0,40,0,0,0,0,2,4,3,0,6,2007,8,4,248879.03541250108
2543,85,3,75.0,9825,1,2,3,2,0,4,0,7,2,2,0,5,5,5,1967,1967,1,0,6,6,1,162.0,3,4,1,2,3,1,0,936.0,5,0.0,0.0,936.0,0,2,1,3,936,0,0,936,1.0,0.0,1,0,2,1,3,4,6,1,1,1,1967.0,2,1.0,384.0,3,4,2,405,0,0,0,0,0,2,4,2,450,8,2007,8,0,191794.08587127132
2544,20,3,67.0,8308,1,2,3,3,0,4,0,7,2,2,0,2,4,6,1963,1963,1,0,10,12,3,20.0,3,2,1,3,3,3,1,132.0,3,841.0,115.0,1088.0,0,4,1,3,1088,0,0,1088,0.0,0.0,1,0,2,1,3,4,6,0,5,5,2002.0,2,2.0,520.0,3,4,1,0,0,0,0,0,0,2,4,3,0,6,2007,0,4,199635.69387043128
2545,50,3,74.0,16287,1,2,3,3,0,4,0,7,2,2,0,0,5,6,1925,1950,1,0,10,12,2,0.0,3,2,1,3,3,3,0,130.0,1,105.0,666.0,901.0,0,4,1,3,901,450,0,1351,1.0,0.0,1,0,3,1,3,7,6,1,2,5,1975.0,2,2.0,576.0,3,4,0,0,0,43,0,100,0,2,4,3,0,7,2007,8,4,217452.40979865054
2546,20,3,80.0,8240,1,2,3,3,0,4,0,7,2,2,0,2,6,6,1960,1960,3,0,6,6,3,198.0,3,4,1,3,3,3,5,0.0,5,0.0,1179.0,1179.0,0,2,1,3,1179,0,0,1179,0.0,0.0,1,0,2,1,3,5,3,0,5,1,1960.0,0,2.0,622.0,3,4,1,0,0,0,0,0,0,2,0,3,0,6,2007,8,4,208712.19866051478
2547,80,3,65.0,6285,1,2,3,3,0,4,0,7,2,2,0,6,6,6,1976,1976,1,0,6,9,2,0.0,3,1,1,3,3,0,2,504.0,5,0.0,456.0,960.0,0,4,1,3,1044,0,0,1044,1.0,0.0,1,0,3,1,3,7,6,1,1,5,1976.0,2,2.0,528.0,3,1,2,228,0,0,0,0,0,2,4,3,0,4,2007,8,4,229839.5576810774
2548,90,3,70.04995836802664,9555,1,2,0,3,0,1,0,7,2,2,2,4,5,6,1979,1979,1,0,8,9,2,0.0,3,4,3,4,4,4,6,0.0,6,0.0,0.0,0.0,0,4,1,3,1100,1133,0,2233,0.0,0.0,2,1,5,2,3,11,6,0,5,1,1979.0,0,2.0,579.0,3,2,2,0,0,0,0,0,0,2,4,3,0,2,2007,8,4,226859.06700006756
2549,60,3,60.0,7023,1,2,3,3,0,4,0,7,2,2,0,4,5,5,2005,2006,1,0,10,12,2,0.0,3,4,2,2,1,3,2,611.0,5,0.0,123.0,734.0,0,2,1,3,734,674,0,1408,1.0,0.0,2,1,3,1,3,6,6,0,5,3,2005.0,0,2.0,489.0,3,4,2,0,85,0,0,0,0,2,4,3,0,5,2007,8,4,227374.92477428354
2550,20,3,128.0,39290,1,2,0,0,0,4,0,7,2,2,0,2,10,5,2008,2009,3,0,5,5,3,1224.0,0,4,2,0,3,1,2,4010.0,5,0.0,1085.0,5095.0,0,0,1,3,5095,0,0,5095,1.0,1.0,2,1,2,1,0,15,6,2,2,1,2008.0,0,3.0,1154.0,3,4,2,546,484,0,0,0,0,2,4,3,17000,10,2007,6,5,710411.1045880164
2551,180,4,35.0,3675,1,2,3,3,0,4,0,7,2,2,4,5,6,5,2005,2005,1,0,10,12,3,76.0,3,4,2,2,3,1,2,467.0,5,0.0,80.0,547.0,0,0,1,3,1072,0,0,1072,1.0,0.0,1,0,2,1,2,5,6,0,5,2,2005.0,0,2.0,525.0,3,4,2,0,44,0,0,0,0,2,4,3,0,5,2007,8,4,225763.16899090214
2552,20,3,64.0,6400,1,2,3,3,0,4,0,7,2,2,0,2,5,7,1959,2000,1,0,12,14,2,0.0,3,4,1,3,3,0,4,77.0,0,831.0,52.0,960.0,0,0,1,3,960,0,0,960,1.0,0.0,1,0,2,1,1,4,6,0,5,5,1959.0,2,1.0,392.0,3,4,2,144,0,35,0,0,0,2,4,3,0,12,2007,8,4,224337.21983670606
2553,90,3,74.0,6882,1,2,3,3,0,0,0,7,2,2,2,2,4,3,1955,1955,1,0,0,9,0,128.0,3,4,2,4,4,4,6,0.0,6,0.0,0.0,0.0,0,4,0,3,1152,0,0,1152,0.0,0.0,2,0,2,2,1,6,6,0,5,6,1978.5061638868744,3,0.0,0.0,4,5,0,0,0,0,0,0,0,2,4,3,0,9,2007,8,4,149511.1424597567
2554,90,3,52.0,8741,1,2,3,3,0,4,0,7,2,2,2,2,5,6,1946,1950,1,0,8,9,2,0.0,3,4,1,3,3,3,5,0.0,5,0.0,1195.0,1195.0,0,4,0,3,1195,0,0,1195,0.0,0.0,2,0,4,2,3,8,6,0,5,6,1978.5061638868744,3,0.0,0.0,4,5,0,118,0,0,0,0,0,2,1,3,0,7,2007,8,0,154624.80419187248
2555,40,3,62.0,10042,1,2,3,0,0,0,0,7,2,2,0,0,6,8,1920,1995,1,0,11,13,2,0.0,3,4,0,3,3,3,3,144.0,0,278.0,238.0,660.0,0,4,1,3,740,125,0,865,1.0,0.0,1,0,2,1,3,4,6,1,2,5,1920.0,2,1.0,216.0,3,4,2,0,0,84,0,0,0,2,4,3,0,8,2007,8,4,187264.62438377505
2556,20,3,60.0,8172,1,2,3,3,0,4,0,7,2,2,0,2,4,5,1955,1955,1,0,7,8,2,0.0,3,4,1,3,3,3,1,544.0,5,0.0,224.0,768.0,0,4,1,3,768,0,0,768,0.0,0.0,1,0,2,1,3,4,6,1,1,5,1959.0,2,1.0,355.0,3,4,2,0,0,196,0,0,0,2,2,3,0,7,2007,8,4,165502.59996020654
2557,20,3,60.0,8172,1,2,3,1,0,4,0,7,2,2,0,2,4,5,1955,1955,1,0,12,9,2,0.0,3,4,1,3,3,3,0,682.0,5,0.0,182.0,864.0,0,4,1,3,864,0,0,864,1.0,0.0,1,0,3,1,3,5,6,0,5,5,1996.0,2,2.0,528.0,3,4,0,196,0,0,0,0,0,2,4,3,0,10,2007,0,3,173166.1683751645
2558,90,3,60.0,10890,1,2,3,3,0,4,0,18,2,2,2,4,5,6,1923,1950,3,0,11,9,2,0.0,3,4,2,3,3,2,4,371.0,5,0.0,925.0,1296.0,2,1,0,0,1296,1296,0,2592,2.0,0.0,2,0,6,2,3,12,3,0,5,6,1978.5061638868744,3,0.0,0.0,4,5,2,0,742,240,0,0,0,2,4,2,1512,1,2007,8,1,231012.2413907249
2559,30,3,54.0,7223,1,2,3,3,0,4,0,6,2,2,0,2,5,5,1926,1950,3,0,9,9,2,0.0,3,4,2,3,3,2,1,319.0,5,0.0,971.0,1290.0,0,4,1,3,1422,0,0,1422,0.0,0.0,1,0,3,1,3,6,6,0,5,5,1973.0,2,1.0,352.0,3,4,2,0,0,64,0,0,0,2,2,3,0,4,2007,8,4,202306.74323257478
2560,50,3,51.0,6821,1,2,3,1,0,4,0,6,2,2,0,0,6,7,1921,2005,1,0,11,13,2,0.0,3,4,0,3,3,3,1,113.0,5,0.0,538.0,651.0,0,2,1,3,759,539,0,1298,0.0,0.0,2,0,2,1,3,8,6,1,2,5,1994.0,2,1.0,240.0,3,4,1,216,0,168,0,0,0,2,4,3,0,8,2007,8,4,220429.6622889482
2561,70,3,63.0,4000,1,2,3,3,0,4,0,6,2,2,0,4,7,8,1930,1995,1,0,11,13,2,0.0,3,4,0,2,3,3,2,246.0,5,0.0,285.0,531.0,0,4,1,3,567,531,0,1098,1.0,0.0,1,0,2,1,3,5,6,1,2,5,1930.0,2,1.0,216.0,3,4,2,0,0,0,0,0,0,2,2,3,0,6,2007,8,4,224157.7603236325
2562,70,3,53.0,6720,1,2,3,3,0,4,0,6,2,2,0,4,6,7,1921,1950,1,0,10,12,2,0.0,3,4,0,3,3,3,5,0.0,5,0.0,585.0,585.0,0,4,0,3,851,585,0,1436,0.0,0.0,1,0,3,1,3,7,6,1,2,5,1992.0,2,1.0,228.0,3,4,2,184,0,0,0,0,0,2,4,3,0,4,2007,1,4,218866.11607773066
2563,70,3,53.0,7155,1,2,3,3,0,4,0,6,2,2,0,4,6,8,1926,1991,1,0,11,13,2,0.0,3,4,0,3,3,3,5,0.0,5,0.0,686.0,686.0,0,4,1,3,686,775,0,1461,0.0,0.0,1,0,3,1,3,6,6,1,2,5,1926.0,2,1.0,225.0,3,4,0,0,0,116,0,0,0,2,2,3,0,7,2007,8,4,211258.803888747
2564,70,3,60.0,7230,1,2,3,3,0,4,0,6,2,2,0,3,7,7,1927,1992,1,0,10,12,2,0.0,3,4,0,3,3,3,5,0.0,5,0.0,851.0,851.0,0,2,1,3,867,851,0,1718,0.0,0.0,2,1,4,1,2,8,6,1,4,5,1927.0,2,2.0,264.0,3,4,2,291,0,60,0,153,0,2,0,3,0,10,2007,8,4,270622.7461592178
2565,20,3,126.0,13108,1,2,1,1,0,4,0,6,2,2,0,2,5,5,1951,1951,1,0,11,13,2,0.0,3,4,1,4,4,4,6,0.0,6,0.0,0.0,0.0,0,1,1,3,1226,0,0,1226,0.0,0.0,1,1,2,1,3,7,2,1,2,1,1951.0,0,2.0,400.0,3,4,2,174,24,120,0,228,0,2,4,3,0,6,2007,8,4,185673.35330515308
2566,50,3,110.0,7810,1,2,0,1,0,4,0,6,2,2,0,0,4,6,1930,2003,1,0,0,5,2,0.0,3,2,0,3,1,3,2,189.0,5,0.0,741.0,930.0,0,0,1,3,1230,525,0,1755,0.0,0.0,2,0,4,1,2,7,6,1,4,5,1930.0,2,1.0,231.0,0,4,2,0,40,0,0,0,0,2,4,3,0,11,2007,8,4,208770.55869945954
2567,190,3,79.0,6221,1,2,0,3,0,4,0,6,2,2,1,0,5,5,1941,1950,1,0,10,12,2,0.0,3,4,1,3,0,3,3,533.0,5,0.0,195.0,728.0,0,0,1,3,760,595,0,1355,0.0,0.0,2,0,3,1,3,5,6,0,5,5,1966.0,2,2.0,528.0,3,4,2,0,0,0,0,144,0,2,2,3,0,10,2007,8,4,182879.6661243646
2568,20,3,70.04995836802664,25485,1,2,0,3,0,1,0,6,2,2,0,2,6,4,1960,1960,1,0,11,8,1,423.0,3,1,1,3,1,2,3,540.0,4,1020.0,0.0,1560.0,0,4,1,3,1560,0,0,1560,0.0,0.0,1,1,3,1,3,6,6,3,4,1,1960.0,1,2.0,580.0,3,4,2,0,75,584,0,0,0,2,4,3,0,5,2007,8,4,252802.412691914
2569,20,3,70.04995836802664,21579,1,2,0,3,0,1,0,6,2,2,0,2,6,6,1968,1968,3,0,6,3,2,0.0,3,4,2,2,3,3,1,813.0,5,0.0,675.0,1488.0,0,0,1,3,1488,0,0,1488,0.0,1.0,2,0,3,1,3,7,6,2,2,1,1968.0,1,2.0,552.0,3,4,2,0,0,216,0,0,0,2,4,3,0,9,2007,1,4,277342.28614733974
2570,160,4,24.0,1782,1,2,3,3,0,4,0,1,2,2,3,4,6,6,1980,1980,1,0,7,8,2,0.0,3,2,1,2,3,3,2,330.0,5,0.0,186.0,516.0,0,2,1,3,529,516,0,1045,0.0,0.0,1,0,2,1,3,5,6,1,4,5,1980.0,2,2.0,462.0,3,4,2,180,0,0,0,0,0,2,2,3,0,12,2007,8,4,201728.05192285543
2571,20,3,70.04995836802664,17871,1,2,1,3,0,4,0,6,2,2,0,2,4,5,1995,1996,1,0,10,12,2,0.0,3,4,2,2,3,3,5,0.0,5,0.0,1680.0,1680.0,0,2,1,3,1680,0,0,1680,0.0,0.0,2,0,4,1,2,7,6,0,5,1,1996.0,2,2.0,628.0,3,4,2,152,0,0,0,0,0,2,4,3,0,6,2007,8,4,244424.28624238353
2572,120,4,35.0,3907,1,2,0,0,0,4,1,1,2,2,4,2,8,5,1988,1988,1,0,6,6,2,0.0,3,4,1,2,3,1,2,577.0,5,0.0,427.0,1004.0,0,2,1,3,1020,0,0,1020,1.0,0.0,1,0,1,1,3,4,6,0,5,1,1988.0,2,2.0,509.0,3,4,2,135,0,0,0,0,0,2,4,3,0,3,2007,8,4,232880.4611900861
2573,20,3,70.04995836802664,20693,1,2,0,0,0,0,0,6,2,2,0,2,7,5,1971,1971,1,0,8,9,1,652.0,3,4,1,2,3,3,4,434.0,5,0.0,1262.0,1696.0,0,0,1,3,1696,0,0,1696,0.0,0.0,2,0,3,1,3,7,6,2,4,1,1971.0,0,2.0,625.0,3,4,2,0,146,0,0,0,0,2,1,3,0,2,2007,8,4,285610.69076054124
2574,20,3,70.0,18044,1,2,0,1,0,1,0,6,2,2,0,2,8,5,1986,1986,1,0,12,9,2,0.0,2,4,1,2,3,3,5,0.0,5,0.0,279.0,279.0,0,2,1,3,2726,0,0,2726,0.0,0.0,2,1,2,1,2,6,6,1,2,1,1986.0,0,2.0,691.0,1,2,2,216,64,169,0,0,228,0,4,3,0,8,2007,8,4,448442.5568452482
2575,50,4,50.0,7000,1,2,3,3,0,0,0,9,2,2,0,0,6,7,1940,1950,1,0,11,13,2,0.0,3,4,0,3,3,3,0,375.0,5,0.0,345.0,720.0,0,2,1,0,720,495,0,1215,0.0,0.0,1,0,3,1,2,6,6,0,5,5,1965.0,0,2.0,720.0,3,4,2,0,0,30,0,0,0,2,2,3,0,5,2007,8,4,225871.60458552465
2576,50,4,50.0,7288,1,2,3,3,0,4,0,9,0,2,0,0,5,7,1925,2003,1,0,10,12,2,0.0,2,2,0,3,2,3,5,0.0,5,0.0,936.0,936.0,0,0,1,3,936,665,0,1601,0.0,0.0,2,0,3,1,3,6,6,0,5,6,1978.5061638868744,3,0.0,0.0,4,5,0,0,0,0,176,0,0,2,4,3,0,9,2007,8,4,214727.08347878163
2577,70,4,50.0,9060,1,2,3,3,0,4,0,9,2,2,0,4,5,6,1923,1999,1,0,11,9,2,0.0,3,4,0,2,3,3,0,548.0,5,0.0,311.0,859.0,0,0,1,3,942,886,0,1828,0.0,0.0,2,0,3,1,2,6,6,0,5,5,1978.5061638868744,3,1.7671232876712328,472.9801369863014,4,5,2,174,0,212,0,0,0,2,2,3,0,3,2007,8,2,240576.370597634
2578,30,4,46.0,3672,1,2,3,3,0,4,0,9,0,2,0,2,5,7,1922,1950,1,0,9,11,2,0.0,3,4,0,3,3,3,5,0.0,5,0.0,816.0,816.0,0,0,1,3,816,0,0,816,0.0,0.0,1,0,2,1,3,5,6,0,5,5,1922.0,2,1.0,100.0,0,1,0,0,0,96,0,0,0,2,4,3,0,9,2007,8,4,163821.2977519664
2579,50,4,64.0,11067,1,2,3,3,0,0,0,9,2,2,0,0,2,4,1939,1950,1,0,7,8,2,0.0,3,4,0,4,4,4,6,0.0,6,0.0,0.0,0.0,0,0,1,3,640,0,205,845,0.0,0.0,1,0,1,1,3,4,1,0,5,5,1950.0,2,1.0,256.0,3,1,0,48,0,0,0,0,0,2,4,3,0,3,2007,8,4,83849.94368066872
2580,190,0,75.0,8250,1,2,3,3,0,4,0,9,1,2,1,4,5,6,1895,2006,1,0,10,12,2,0.0,3,2,1,3,3,3,5,0.0,5,0.0,957.0,957.0,0,1,0,3,1034,957,0,1991,0.0,0.0,2,0,4,2,3,9,6,0,5,6,1978.5061638868744,3,0.0,0.0,4,5,0,0,0,133,0,0,0,2,4,3,0,6,2007,8,4,183216.13030479732
2581,20,0,65.0,6565,1,2,3,3,0,0,0,9,2,2,0,2,4,6,1957,1980,1,0,7,8,2,0.0,3,4,1,3,3,3,2,967.0,5,0.0,106.0,1073.0,0,2,1,0,1073,0,0,1073,1.0,0.0,1,0,3,1,3,6,6,0,5,5,1985.0,2,2.0,720.0,3,4,2,0,444,0,0,0,0,2,4,3,0,8,2007,8,0,193870.11365350266
2582,30,0,60.0,6060,1,2,3,3,0,4,0,9,2,2,0,2,5,9,1930,2007,3,0,7,8,2,0.0,2,4,0,3,3,3,0,737.0,5,0.0,100.0,837.0,0,0,1,3,1001,0,0,1001,0.0,0.0,1,0,2,1,2,5,6,0,5,5,1930.0,2,1.0,216.0,3,3,0,154,0,42,86,0,0,2,4,3,0,11,2007,8,4,231197.8927042624
2583,120,4,59.0,5568,1,2,0,1,0,4,1,6,2,2,4,2,8,5,2006,2007,3,0,5,5,3,473.0,2,4,2,2,3,1,2,1573.0,5,0.0,0.0,1573.0,0,2,1,3,1625,0,0,1625,1.0,1.0,2,0,2,1,2,5,6,1,2,1,2006.0,0,2.0,495.0,3,4,2,123,0,0,0,153,0,2,4,3,0,10,2007,6,5,339137.19900670834
2584,85,3,70.04995836802664,12150,1,2,0,0,0,1,0,11,2,2,0,5,6,6,1979,1979,1,0,6,14,2,0.0,3,4,1,2,3,0,2,1001.0,5,0.0,0.0,1001.0,0,4,1,3,1299,0,0,1299,1.0,0.0,2,0,2,1,2,5,6,1,3,3,1979.0,1,2.0,486.0,3,4,2,84,0,222,0,0,0,2,2,3,0,1,2007,8,4,266495.3055902547
2585,20,3,80.0,10000,1,2,3,3,0,4,0,11,2,2,0,2,5,5,2002,2002,1,0,10,12,1,166.0,2,4,2,2,3,3,2,585.0,5,0.0,856.0,1441.0,0,0,1,3,1392,0,0,1392,0.0,0.0,2,0,3,1,2,6,6,1,2,1,2002.0,0,3.0,650.0,3,4,2,168,49,0,0,0,0,2,4,3,0,12,2007,8,4,273653.59672647156
2586,20,3,44.0,12864,1,2,0,3,0,1,0,11,2,2,0,2,7,5,2002,2002,1,0,10,12,2,0.0,2,4,2,2,3,3,2,1392.0,5,0.0,17.0,1409.0,0,0,1,3,1409,0,0,1409,1.0,0.0,1,1,1,1,2,4,6,1,2,1,2002.0,1,2.0,576.0,3,4,2,0,144,0,0,145,0,2,4,3,0,7,2007,8,4,305799.54881551536
2587,20,3,70.04995836802664,9928,1,2,0,3,0,1,0,11,2,2,0,2,7,5,1991,1992,1,0,6,6,2,0.0,3,4,2,2,3,3,2,1239.0,5,0.0,215.0,1454.0,0,4,1,3,1478,0,0,1478,1.0,0.0,2,0,3,1,3,6,6,1,4,1,1991.0,2,2.0,506.0,3,4,2,114,22,0,0,0,0,2,4,3,0,5,2007,8,4,278728.62703152746
2588,80,3,70.04995836802664,8750,1,2,0,3,0,4,0,11,2,2,0,6,7,6,1975,1975,1,0,8,9,3,50.0,3,4,1,3,3,0,4,224.0,2,530.0,98.0,852.0,0,4,1,3,918,0,0,918,0.0,1.0,1,0,3,0,3,4,6,0,5,1,1975.0,2,1.0,360.0,3,4,2,192,84,0,0,0,0,2,4,3,0,3,2007,8,4,222204.21187930228
2589,85,3,82.0,8410,1,2,0,3,0,0,0,11,2,2,0,5,6,6,1974,1974,1,0,8,9,2,0.0,3,4,1,2,3,0,0,924.0,5,0.0,46.0,970.0,0,4,1,3,1026,0,0,1026,1.0,0.0,1,0,2,1,3,5,6,1,3,1,1974.0,2,2.0,528.0,3,4,2,193,0,0,0,0,0,2,4,3,0,4,2007,8,4,241774.0035547053
2590,120,3,46.0,4054,1,2,0,3,0,4,0,23,2,2,4,2,7,6,1987,1987,1,0,10,12,1,352.0,2,4,0,2,3,0,2,949.0,5,0.0,552.0,1501.0,0,0,1,3,1501,0,0,1501,1.0,0.0,2,0,2,1,2,5,6,2,4,1,1987.0,0,2.0,512.0,3,4,2,240,0,0,0,0,0,2,4,3,0,10,2007,8,4,306496.10815176065
2591,20,3,149.0,19958,1,2,3,3,0,4,0,23,2,2,0,2,6,8,1958,1995,3,0,6,6,1,1224.0,3,2,1,3,3,3,5,0.0,5,0.0,585.0,585.0,0,2,1,3,2279,0,0,2279,0.0,0.0,2,1,4,1,2,7,6,1,2,1,1958.0,1,2.0,461.0,3,4,2,274,0,0,0,138,0,2,0,3,0,7,2007,8,4,343307.52404687274
2592,20,3,67.0,8368,1,2,0,1,0,4,0,23,2,2,0,2,7,5,2006,2007,1,0,10,12,2,0.0,2,4,2,2,3,3,5,0.0,5,0.0,1689.0,1689.0,0,0,1,3,1689,0,0,1689,0.0,0.0,2,0,3,1,2,7,6,0,5,1,2007.0,0,2.0,433.0,3,4,2,100,39,0,0,0,0,2,4,3,0,4,2007,6,5,295427.6906253842
2593,20,3,68.0,8298,1,2,0,1,0,4,0,23,2,2,0,2,8,5,2006,2007,3,0,10,12,4,103.68526170798899,2,4,2,2,3,0,2,583.0,5,0.0,963.0,1546.0,0,0,1,3,1564,0,0,1564,0.0,0.0,2,0,2,1,0,6,6,1,2,1,2207.0,1,2.0,502.0,3,4,2,132,0,0,0,0,0,2,4,3,0,9,2007,6,5,347078.17073965026
2594,20,3,42.0,10331,1,2,3,3,0,1,0,23,2,2,0,2,7,7,1985,1985,1,0,8,9,2,0.0,3,4,1,2,3,3,0,215.0,1,80.0,970.0,1265.0,0,2,1,3,1240,0,0,1240,0.0,1.0,2,0,3,1,2,6,6,0,5,1,1985.0,2,2.0,528.0,3,4,2,232,0,0,0,0,0,2,4,3,0,7,2007,8,4,270684.7065548063
